nom,category_id,categorie,prix_initial,prix_optimal,stock,date_expiration,jours_avant_expiration,supermarche,zone
Fromage cavaliere gouda,1,Produits Laitiers,43.6,34.88,65,2026-03-01,7,Carrefour,Sousse
Lait concentré sucré,1,Produits Laitiers,12.69,8.629,83,2026-02-27,5,Carrefour,Ariana
Yaourt à boire proteiné,1,Produits Laitiers,3.19,1.755,12,2026-02-25,3,Carrefour,Tunis
Yaourt brassé aux fruits jaunes et aux céréales,1,Produits Laitiers,1.08,0.594,110,2026-02-25,3,Carrefour,Sousse
Yaourt brassé aux fruits rouges et aux céréales,1,Produits Laitiers,1.08,0.734,92,2026-02-26,4,Carrefour,Ariana
Fromage ricotta,1,Produits Laitiers,3.02,2.778,147,2026-03-03,9,Carrefour,Tunis
Boisson lactée Danao au jus de pêche abricot,1,Produits Laitiers,0.89,0.712,22,2026-02-28,6,Carrefour,Sousse
Fromage frais Croc'lait,1,Produits Laitiers,3.49,2.792,139,2026-02-28,6,Carrefour,Ariana
Fromage mozzarella cerise,1,Produits Laitiers,64.2,64.2,46,2026-03-06,12,Carrefour,Tunis
Pack de yaourts aromatisés,1,Produits Laitiers,6.34,5.833,68,2026-03-04,10,Carrefour,Sousse
Yaourt brassé Blendy,1,Produits Laitiers,1.11,1.11,129,2026-03-08,14,Carrefour,Ariana
Yaourt à la grecque Oikos,1,Produits Laitiers,0.96,0.96,26,2026-03-08,14,Carrefour,Tunis
Yaourt aromatisé aux fruits,1,Produits Laitiers,0.84,0.773,35,2026-03-04,10,Carrefour,Sousse
Yaourt à boire,1,Produits Laitiers,2.0,2.0,110,2026-03-07,13,Carrefour,Tunis
Yaourt aromatisé Mamzouj,1,Produits Laitiers,0.43,0.344,69,2026-02-28,6,Carrefour,Sousse
Milkshake Déli Shake,1,Produits Laitiers,1.07,0.428,150,2026-02-24,2,Carrefour,Tunis
Yaourt à boire Danup,1,Produits Laitiers,1.2,0.816,46,2026-02-26,4,Carrefour,Sousse
Yaourt à boire Danup,1,Produits Laitiers,0.95,0.646,147,2026-02-27,5,Carrefour,Ariana
Yaourt brassé Mamzouj,1,Produits Laitiers,0.6,0.6,40,2026-03-08,14,Carrefour,Tunis
Boisson lactée au jus de pêche et abricot,1,Produits Laitiers,1.24,1.24,109,2026-03-06,12,Carrefour,Sousse
Yaourt à boire à banane,1,Produits Laitiers,1.22,0.83,128,2026-02-26,4,Carrefour,Ariana
Yaourt à boire à banane,1,Produits Laitiers,0.96,0.96,20,2026-03-06,12,Carrefour,Tunis
Pack yaourt Ananas et fruits secs,1,Produits Laitiers,6.62,6.09,105,2026-03-03,9,Carrefour,Sousse
Pack yaourt nature,1,Produits Laitiers,5.29,3.597,79,2026-02-26,4,Carrefour,Ariana
Pack yaourt bifi 0% matière grasse,1,Produits Laitiers,5.59,4.472,105,2026-03-01,7,Carrefour,Tunis
Yaourt le grand brassé saveur pistache,1,Produits Laitiers,0.62,0.422,54,2026-02-26,4,Carrefour,Sousse
Yaourt le grand brassé saveur fraise,1,Produits Laitiers,0.62,0.62,51,2026-03-07,13,Carrefour,Ariana
Yaourt le grand brassé saveur vanille,1,Produits Laitiers,0.62,0.248,11,2026-02-24,2,Carrefour,Tunis
Yaourt aux fruits mixés mangue,1,Produits Laitiers,0.72,0.49,54,2026-02-27,5,Carrefour,Sousse
Yaourt aux fruits mixés à la pulpe de fraise,1,Produits Laitiers,0.72,0.662,145,2026-03-05,11,Carrefour,Ariana
Yaourt brassé aux morceaux de cerise,1,Produits Laitiers,0.84,0.571,51,2026-02-27,5,Carrefour,Tunis
Yaourt à boire  vit'up,1,Produits Laitiers,0.93,0.744,71,2026-03-02,8,Carrefour,Sousse
Fromage mozzarella 100% Lait,1,Produits Laitiers,39.6,15.84,92,2026-02-23,1,Carrefour,Ariana
Fromage ricotta,1,Produits Laitiers,3.69,2.509,86,2026-02-27,5,Carrefour,Tunis
Camembert du nord ouest,1,Produits Laitiers,15.99,14.711,42,2026-03-03,9,Carrefour,Sousse
Fromage cheddar,1,Produits Laitiers,52.7,42.16,78,2026-03-01,7,Carrefour,Ariana
Lait concentré sucré,1,Produits Laitiers,7.85,3.14,30,2026-02-24,2,Carrefour,Tunis
Fromage fondu râpé,1,Produits Laitiers,31.41,28.897,139,2026-03-03,9,Carrefour,Sousse
Crème dessert chocolat liégeois,1,Produits Laitiers,0.79,0.537,80,2026-02-27,5,Carrefour,Ariana
Yaourt à boire café,1,Produits Laitiers,1.05,0.966,91,2026-03-03,9,Carrefour,Tunis
Pack de yaourts bifi 0% aux morceaux des fruits de bois,1,Produits Laitiers,3.15,2.898,104,2026-03-04,10,Carrefour,Sousse
Yaourt brassé saveur tarte framboise,1,Produits Laitiers,0.43,0.344,145,2026-02-28,6,Carrefour,Ariana
Fromage mozzarelle 100% lait,1,Produits Laitiers,41.9,38.548,78,2026-03-04,10,Carrefour,Tunis
Fromage fondu râpé au gruyère Milkana,1,Produits Laitiers,18.88,15.104,48,2026-03-01,7,Carrefour,Sousse
"Lait fermenté ""Leben"" à l'eau de rose",1,Produits Laitiers,1.25,0.5,96,2026-02-23,1,Carrefour,Ariana
Yaourt brassé aux céréales et aux fruits des bois Misto,1,Produits Laitiers,1.15,0.632,144,2026-02-25,3,Carrefour,Tunis
"Lait fermenté ""Leben""",1,Produits Laitiers,1.79,1.79,99,2026-03-07,13,Carrefour,Sousse
Yaourt brassé aux céréales et aux fruits exotiques Misto,1,Produits Laitiers,1.21,0.484,126,2026-02-24,2,Carrefour,Ariana
"Lait caillé ""Raieb""",1,Produits Laitiers,1.99,1.592,123,2026-03-01,7,Carrefour,Tunis
Fromage râpé affiné 100% lait,1,Produits Laitiers,37.6,34.592,109,2026-03-03,9,Carrefour,Sousse
Yaourt à boire Protéiné et 0% de matières grasses,1,Produits Laitiers,6.49,3.57,123,2026-02-25,3,Carrefour,Ariana
Lait écrémé Barista U.H.T,1,Produits Laitiers,2.35,1.598,115,2026-02-27,5,Carrefour,Tunis
Râpé 4 fromages,1,Produits Laitiers,14.3,14.3,70,2026-03-06,12,Carrefour,Sousse
Fromage râpé fondu,1,Produits Laitiers,32.6,26.08,134,2026-03-02,8,Carrefour,Ariana
Fromage tartare trois poivres,1,Produits Laitiers,4.4,3.52,146,2026-03-01,7,Carrefour,Tunis
Fromage Gouda fumé,1,Produits Laitiers,57.6,46.08,48,2026-03-02,8,Carrefour,Sousse
Fromage mozzarella,1,Produits Laitiers,45.5,36.4,132,2026-02-28,6,Carrefour,Ariana
Yaourt aux fruits fraise,1,Produits Laitiers,0.87,0.479,18,2026-02-25,3,Carrefour,Tunis
Lait entier U.H.T,1,Produits Laitiers,2.55,2.346,105,2026-03-03,9,Carrefour,Sousse
"Lait fermenté ""Leben"" aux probiotiques",1,Produits Laitiers,1.78,0.712,43,2026-02-23,1,Carrefour,Ariana
Yaourt brassé saveur biscuit citron,1,Produits Laitiers,0.43,0.292,140,2026-02-27,5,Carrefour,Tunis
"Yaourt brassé aux figues, amandes, noix et miel",1,Produits Laitiers,0.84,0.336,20,2026-02-24,2,Carrefour,Sousse
Yaourt brassé saveur biscuit vanille,1,Produits Laitiers,0.43,0.396,87,2026-03-04,10,Carrefour,Ariana
Yaourt à boire aux fruits des bois Max,1,Produits Laitiers,1.76,0.704,76,2026-02-24,2,Carrefour,Tunis
Yaourt brassé à la vanille,1,Produits Laitiers,0.62,0.496,63,2026-02-28,6,Carrefour,Sousse
Yaourt à boire vanille Max,1,Produits Laitiers,1.76,1.408,88,2026-02-28,6,Carrefour,Tunis
Yaourt brassé caramel banane,1,Produits Laitiers,0.43,0.292,54,2026-02-27,5,Carrefour,Sousse
Yaourt brassé saveur biscuit fraise,1,Produits Laitiers,0.43,0.43,91,2026-03-07,13,Carrefour,Ariana
Yaourt brassé à la fraise,1,Produits Laitiers,0.62,0.62,91,2026-03-06,12,Carrefour,Tunis
Yaourt à boire fraise Max,1,Produits Laitiers,1.76,1.76,58,2026-03-06,12,Carrefour,Sousse
Yaourt à boire citron Natiyo,1,Produits Laitiers,1.22,0.83,31,2026-02-27,5,Carrefour,Ariana
Yaourt à boire To Go fraise banane,1,Produits Laitiers,1.2,0.816,73,2026-02-27,5,Carrefour,Tunis
Yaourt à boire céréales banane Natiyo,1,Produits Laitiers,1.2,1.2,33,2026-03-08,14,Carrefour,Sousse
Fromage Whey pro protéines goût vanille,1,Produits Laitiers,3.89,3.89,58,2026-03-07,13,Carrefour,Ariana
Yaourt à boire pêche abricot Natiyo,1,Produits Laitiers,1.76,1.619,106,2026-03-03,9,Carrefour,Tunis
Fromage Whey pro protéines goût café,1,Produits Laitiers,3.89,3.112,73,2026-02-28,6,Carrefour,Sousse
Fromage Whey pro protéines goût framboise,1,Produits Laitiers,3.89,3.112,91,2026-03-01,7,Carrefour,Ariana
Yaourt aux fruits mûre et myrtille,1,Produits Laitiers,0.87,0.696,10,2026-03-01,7,Carrefour,Tunis
Yaourt aux fruits pêche abricot,1,Produits Laitiers,0.87,0.592,116,2026-02-27,5,Carrefour,Sousse
Crème dessert montagne de goût chocolat noisette,1,Produits Laitiers,0.9,0.72,118,2026-03-02,8,Carrefour,Ariana
Boisson lactée goût fraise banane Danao,1,Produits Laitiers,1.0,0.92,92,2026-03-03,9,Carrefour,Tunis
Tomme de Bizerte,1,Produits Laitiers,50.5,34.34,46,2026-02-26,4,Carrefour,Sousse
Fromage Pecorino,1,Produits Laitiers,59.6,23.84,85,2026-02-23,1,Carrefour,Ariana
Fromage Gouda,1,Produits Laitiers,54.4,29.92,79,2026-02-25,3,Carrefour,Tunis
Fromage edam rouge,1,Produits Laitiers,54.4,43.52,43,2026-02-28,6,Carrefour,Sousse
Fromage FETA,1,Produits Laitiers,37.5,30.0,117,2026-02-28,6,Carrefour,Ariana
Fromage fondu au cheddar,1,Produits Laitiers,4.79,1.916,61,2026-02-24,2,Carrefour,Tunis
Fromage fondu sucette Fromagy,1,Produits Laitiers,1.0,0.68,66,2026-02-27,5,Carrefour,Sousse
Crème de cuisson,1,Produits Laitiers,4.98,4.98,111,2026-03-08,14,Carrefour,Ariana
Fromage camembert traditionnel,1,Produits Laitiers,53.4,42.72,71,2026-03-01,7,Carrefour,Tunis
Fromage frais au poivre Rondelé,1,Produits Laitiers,3.3,2.244,144,2026-02-27,5,Carrefour,Sousse
Crème de cuisson,1,Produits Laitiers,7.99,5.433,131,2026-02-26,4,Carrefour,Ariana
Fromage frais ail & fines herbes Rondelé,1,Produits Laitiers,5.24,4.192,82,2026-03-01,7,Carrefour,Tunis
Fromage mozzarelle Boccon,1,Produits Laitiers,7.62,3.048,106,2026-02-23,1,Carrefour,Sousse
Sauce cheddar,1,Produits Laitiers,9.48,9.48,63,2026-03-08,14,Carrefour,Ariana
Fromage à tartiner nature,1,Produits Laitiers,4.4,4.048,29,2026-03-05,11,Carrefour,Tunis
Crème fraîche,1,Produits Laitiers,2.49,2.291,146,2026-03-03,9,Carrefour,Sousse
Beurre extra fin,1,Produits Laitiers,45.3,36.24,55,2026-03-02,8,Carrefour,Ariana
Yaourt chocolat liégeois,1,Produits Laitiers,0.99,0.99,20,2026-03-07,13,Carrefour,Tunis
Fromage à raclette à la truffe,1,Produits Laitiers,71.3,71.3,149,2026-03-07,13,Carrefour,Sousse
Fromage à raclette fumé,1,Produits Laitiers,66.3,26.52,104,2026-02-24,2,Carrefour,Ariana
Fromage à raclette nature,1,Produits Laitiers,61.2,56.304,10,2026-03-03,9,Carrefour,Tunis
Fromage gouda à l'ail noir,1,Produits Laitiers,72.6,66.792,23,2026-03-05,11,Carrefour,Sousse
Pack yaourt brassé,1,Produits Laitiers,4.92,4.92,44,2026-03-08,14,Carrefour,Ariana
Œufs jaune orange,1,Produits Laitiers,7.79,7.167,53,2026-03-04,10,Carrefour,Tunis
Fromage fondu spécial hamburger,1,Produits Laitiers,10.0,10.0,72,2026-03-08,14,Carrefour,Sousse
Ricotta demi-sel  5% matière grasse,1,Produits Laitiers,16.9,6.76,26,2026-02-23,1,Carrefour,Ariana
Œufs d'or,1,Produits Laitiers,14.25,9.69,80,2026-02-27,5,Carrefour,Tunis
Fromage fondu à tartiner Tarti doux,1,Produits Laitiers,5.64,5.64,125,2026-03-08,14,Carrefour,Sousse
Yaourt brassé mamzouj citron vert,1,Produits Laitiers,0.6,0.48,90,2026-03-01,7,Carrefour,Ariana
Œufs frais jaune-Junior,1,Produits Laitiers,9.99,7.992,10,2026-03-01,7,Carrefour,Tunis
Yaourt à boire pêche abricot TipTop,1,Produits Laitiers,1.55,1.054,135,2026-02-26,4,Carrefour,Sousse
Fromage mozzarella,1,Produits Laitiers,10.38,10.38,134,2026-03-07,13,Carrefour,Ariana
Fromage camembert Couteaux & Plateaux,1,Produits Laitiers,11.59,7.881,42,2026-02-27,5,Carrefour,Tunis
Crème dessert Plaisir caramel chocolat,1,Produits Laitiers,0.87,0.87,65,2026-03-08,14,Carrefour,Sousse
Fromage frais,1,Produits Laitiers,3.69,2.03,45,2026-02-25,3,Carrefour,Tunis
Boisson lactée goût pomme kiwi mangue Danao,1,Produits Laitiers,1.18,1.18,14,2026-03-08,14,Carrefour,Sousse
Yaourt à boire Danup fraise hawai bleu,1,Produits Laitiers,1.22,0.976,80,2026-03-01,7,Carrefour,Ariana
Yaourt brassé aux fruits secs,1,Produits Laitiers,0.84,0.84,40,2026-03-06,12,Carrefour,Tunis
Yaourt à boire Ptit délice fraise,1,Produits Laitiers,0.78,0.53,126,2026-02-26,4,Carrefour,Sousse
Yaourt à boire Ptit délice banane biscuit,1,Produits Laitiers,0.78,0.718,48,2026-03-03,9,Carrefour,Ariana
Yaourt à boire Danao pêche abricot,1,Produits Laitiers,1.18,1.18,32,2026-03-07,13,Carrefour,Tunis
Fromage fondu à tartiner Tarti doux,1,Produits Laitiers,6.29,4.277,26,2026-02-26,4,Carrefour,Sousse
Yaourt à boire max aux fruits des bois,1,Produits Laitiers,1.76,1.76,124,2026-03-07,13,Carrefour,Ariana
Yaourt le brassé saveur fraise,1,Produits Laitiers,0.84,0.773,15,2026-03-05,11,Carrefour,Tunis
Smoothie goût pêche-pomme-poire,1,Produits Laitiers,1.05,0.578,74,2026-02-25,3,Carrefour,Sousse
Smoothie saveur exotique,1,Produits Laitiers,1.05,0.714,98,2026-02-27,5,Carrefour,Ariana
Lait demi-écrémé sans lactose U.H.T,1,Produits Laitiers,2.55,1.02,102,2026-02-23,1,Carrefour,Tunis
Yaourt aux mûres et noix fekia,1,Produits Laitiers,0.95,0.874,15,2026-03-03,9,Carrefour,Sousse
Œufs Ovolina frais jaune orange,1,Produits Laitiers,14.41,5.764,138,2026-02-24,2,Carrefour,Ariana
Œufs frais omega 3,1,Produits Laitiers,14.29,14.29,58,2026-03-07,13,Carrefour,Tunis
Yaourt brassé ananas,1,Produits Laitiers,0.84,0.462,40,2026-02-25,3,Carrefour,Sousse
Yaourt brassé pêche abricot,1,Produits Laitiers,0.84,0.84,113,2026-03-08,14,Carrefour,Ariana
Fromage Reblochon,1,Produits Laitiers,61.8,42.024,140,2026-02-27,5,Carrefour,Tunis
Fromage Burrata,1,Produits Laitiers,13.99,9.513,102,2026-02-27,5,Carrefour,Sousse
Fromage fondu à tartiner STREET & CO,1,Produits Laitiers,2.89,2.312,91,2026-03-02,8,Carrefour,Ariana
Fromage fondu à tartiner STREET & CO,1,Produits Laitiers,8.89,8.179,64,2026-03-03,9,Carrefour,Tunis
Œufs frais jaune jaune ovolina,1,Produits Laitiers,13.17,12.116,89,2026-03-03,9,Carrefour,Sousse
Fromage râpé 100% lait,1,Produits Laitiers,16.78,15.438,119,2026-03-04,10,Carrefour,Ariana
Portions de fromage,1,Produits Laitiers,14.88,10.118,70,2026-02-27,5,Carrefour,Tunis
Râpé 4 fromages,1,Produits Laitiers,25.48,23.442,105,2026-03-03,9,Carrefour,Sousse
Fromage carré sans sel,1,Produits Laitiers,37.2,14.88,104,2026-02-24,2,Carrefour,Ariana
Œufs Les brunes CHAHIA,1,Produits Laitiers,4.24,3.901,58,2026-03-04,10,Carrefour,Tunis
Œufs Les brunes CHAHIA,1,Produits Laitiers,8.55,7.866,48,2026-03-05,11,Carrefour,Sousse
Œufs Les brunes CHAHIA,1,Produits Laitiers,16.59,15.263,43,2026-03-04,10,Carrefour,Ariana
Yaourt à boire granola VITALAIT,1,Produits Laitiers,0.93,0.744,126,2026-03-02,8,Carrefour,Tunis
Fromage rapé LAND'OR,1,Produits Laitiers,13.68,7.524,34,2026-02-25,3,Carrefour,Sousse
Lait concentré sucré au lait entier NESTLÉ,1,Produits Laitiers,7.55,6.04,83,2026-03-01,7,Carrefour,Ariana
Fromage fondu à l'emmental,1,Produits Laitiers,4.82,4.434,31,2026-03-05,11,Carrefour,Tunis
Mozzarella traditionnelle,1,Produits Laitiers,54.7,54.7,11,2026-03-07,13,Carrefour,Sousse
Fromage fumé Scamorza,1,Produits Laitiers,26.99,24.831,66,2026-03-04,10,Carrefour,Ariana
Fromage rapé Pecorino Romano,1,Produits Laitiers,20.39,20.39,136,2026-03-06,12,Carrefour,Tunis
Fromage Granello,1,Produits Laitiers,10.19,10.19,72,2026-03-07,13,Carrefour,Sousse
Yaourt à boire pina colada,1,Produits Laitiers,0.94,0.865,123,2026-03-04,10,Carrefour,Ariana
Margarine tartine et cuisson,1,Produits Laitiers,23.0,18.4,89,2026-02-28,6,Carrefour,Tunis
Plateau de fromage,1,Produits Laitiers,38.9,15.56,120,2026-02-23,1,Carrefour,Sousse
Fromage râpé emmental,1,Produits Laitiers,5.98,5.98,43,2026-03-07,13,Carrefour,Ariana
Fromage en tranches hamburger,1,Produits Laitiers,2.94,2.94,81,2026-03-06,12,Carrefour,Tunis
Fromage tranche Burger cheddar,1,Produits Laitiers,4.86,2.673,21,2026-02-25,3,Carrefour,Sousse
Fromage emmental râpé cheese,1,Produits Laitiers,1.28,0.87,43,2026-02-26,4,Carrefour,Ariana
Fromage à l'emmental râpé fondant,1,Produits Laitiers,1.99,1.353,126,2026-02-26,4,Carrefour,Tunis
Fromage edam,1,Produits Laitiers,0.74,0.592,35,2026-02-28,6,Carrefour,Sousse
Fromage frais à la Truffe,1,Produits Laitiers,9.69,7.752,56,2026-03-02,8,Carrefour,Ariana
Fromage frais au Saumon fumé,1,Produits Laitiers,9.69,9.69,45,2026-03-07,13,Carrefour,Tunis
Salacube,1,Produits Laitiers,13.69,5.476,41,2026-02-24,2,Carrefour,Sousse
Fromage frais ail et fines herbes,1,Produits Laitiers,8.28,6.624,104,2026-03-02,8,Carrefour,Tunis
Fromage Rainoir à pâte pressée,1,Produits Laitiers,62.5,42.5,115,2026-02-27,5,Carrefour,Sousse
Fromage raclette à pâte pressée,1,Produits Laitiers,59.6,59.6,138,2026-03-06,12,Carrefour,Ariana
Bûchette fromage au lait de vache,1,Produits Laitiers,11.09,10.203,96,2026-03-04,10,Carrefour,Tunis
Ricotta traditionnelle,1,Produits Laitiers,20.5,13.94,116,2026-02-27,5,Carrefour,Sousse
Fromage Mozzarelle,1,Produits Laitiers,6.79,4.617,45,2026-02-27,5,Carrefour,Ariana
Yaourt orange,1,Produits Laitiers,0.43,0.344,106,2026-03-01,7,Carrefour,Tunis
Lait concentré,1,Produits Laitiers,7.69,7.075,64,2026-03-04,10,Carrefour,Sousse
Lait concentré sucré,1,Produits Laitiers,19.57,7.828,40,2026-02-23,1,Carrefour,Ariana
Boisson lactée goût vanille Délisso,1,Produits Laitiers,0.52,0.478,51,2026-03-03,9,Carrefour,Tunis
Boisson lactée goût fraise Délisso,1,Produits Laitiers,0.92,0.626,123,2026-02-27,5,Carrefour,Sousse
Fromage râpé,1,Produits Laitiers,9.99,9.99,149,2026-03-08,14,Carrefour,Ariana
Boisson lactée  tropical multivitaminé Danao,1,Produits Laitiers,1.0,0.4,95,2026-02-24,2,Carrefour,Tunis
Yaourt étuvé citron,1,Produits Laitiers,0.54,0.216,64,2026-02-24,2,Carrefour,Sousse
Œufs de caille,1,Produits Laitiers,5.79,2.316,57,2026-02-24,2,Carrefour,Ariana
Fromage Mozzarella 100% lait,1,Produits Laitiers,52.8,42.24,118,2026-03-01,7,Carrefour,Tunis
Yaourt à boire Danup Mojito Menthe,1,Produits Laitiers,1.2,1.104,137,2026-03-04,10,Carrefour,Sousse
Fromage Mozzarella cerises,1,Produits Laitiers,49.6,27.28,56,2026-02-25,3,Carrefour,Ariana
Fromage rouge Edam,1,Produits Laitiers,43.99,35.192,45,2026-02-28,6,Carrefour,Tunis
Yaourt pomme,1,Produits Laitiers,0.54,0.216,59,2026-02-23,1,Carrefour,Sousse
Yaourt fruits exotiques,1,Produits Laitiers,0.54,0.54,119,2026-03-07,13,Carrefour,Ariana
Yaourt aromatisé fruits des bois,1,Produits Laitiers,0.54,0.216,134,2026-02-23,1,Carrefour,Tunis
Yaourt aromatisé pêche abricot,1,Produits Laitiers,0.54,0.54,25,2026-03-07,13,Carrefour,Sousse
Yaourt aromatisé noix de coco,1,Produits Laitiers,0.54,0.54,48,2026-03-08,14,Carrefour,Ariana
Yaourt aromatisé fraise,1,Produits Laitiers,0.54,0.297,96,2026-02-25,3,Carrefour,Tunis
Yaourt aromatisé vanille,1,Produits Laitiers,0.54,0.432,139,2026-03-01,7,Carrefour,Sousse
Yaourt nature,1,Produits Laitiers,0.54,0.216,14,2026-02-23,1,Carrefour,Ariana
"Lait caillé ""raieb""",1,Produits Laitiers,1.49,0.596,40,2026-02-23,1,Carrefour,Tunis
Boisson lactée pomme et poire,1,Produits Laitiers,0.99,0.792,31,2026-03-01,7,Carrefour,Sousse
Crème dessert à boire choco-nuts Plaisir,1,Produits Laitiers,1.39,0.945,122,2026-02-27,5,Carrefour,Ariana
Yaourt aromatisé banane,1,Produits Laitiers,0.54,0.54,100,2026-03-07,13,Carrefour,Tunis
Fromage râpé spécial gratin,1,Produits Laitiers,5.4,4.32,134,2026-03-02,8,Carrefour,Sousse
Fromage à l'Emmental,1,Produits Laitiers,88.5,48.675,137,2026-02-25,3,Carrefour,Ariana
Fromage Paella,1,Produits Laitiers,21.6,19.872,64,2026-03-05,11,Carrefour,Tunis
Fromage râpé fondu à la Mozzarella,1,Produits Laitiers,24.9,19.92,123,2026-03-01,7,Carrefour,Sousse
Mozzarella traditionnelle,1,Produits Laitiers,54.6,30.03,56,2026-02-25,3,Carrefour,Ariana
Ricotta,1,Produits Laitiers,14.6,14.6,34,2026-03-07,13,Carrefour,Tunis
Fromage sicilien affiné,1,Produits Laitiers,56.3,56.3,13,2026-03-06,12,Carrefour,Sousse
Fromage gouda jaune,1,Produits Laitiers,49.6,49.6,118,2026-03-06,12,Carrefour,Ariana
Fromage sardaigne frais,1,Produits Laitiers,26.9,21.52,146,2026-03-01,7,Carrefour,Tunis
Fromage edam,1,Produits Laitiers,47.6,47.6,15,2026-03-07,13,Carrefour,Sousse
Fromage râpé à l'Emmental,1,Produits Laitiers,36.4,36.4,149,2026-03-08,14,Carrefour,Ariana
Fromage au Gruyère,1,Produits Laitiers,33.7,26.96,29,2026-03-02,8,Carrefour,Tunis
Fromage au Cheddar,1,Produits Laitiers,33.7,22.916,54,2026-02-27,5,Carrefour,Sousse
Fromage râpé au Cheddar,1,Produits Laitiers,36.4,24.752,63,2026-02-27,5,Carrefour,Ariana
Fromage edam 100% lait,1,Produits Laitiers,59.8,59.8,19,2026-03-08,14,Carrefour,Tunis
Bûche de chèvre blanc,1,Produits Laitiers,115.5,92.4,22,2026-02-28,6,Carrefour,Sousse
Fromage Gruyère sans sel,1,Produits Laitiers,68.2,62.744,55,2026-03-05,11,Carrefour,Ariana
Fromage Bleu,1,Produits Laitiers,107.5,98.9,44,2026-03-04,10,Carrefour,Tunis
Fromage edam meule,1,Produits Laitiers,51.9,20.76,68,2026-02-24,2,Carrefour,Sousse
Fromage gouda jaune,1,Produits Laitiers,51.9,35.292,28,2026-02-27,5,Carrefour,Tunis
Fromage extra edam meule,1,Produits Laitiers,58.6,53.912,47,2026-03-03,9,Carrefour,Sousse
Fromage sicilien frais 0% MG,1,Produits Laitiers,26.5,10.6,57,2026-02-24,2,Carrefour,Ariana
